where does the president and his family live	<P> The First Family of the United States ( FFOTUS ) is the official title for the family of the President of the United States , who is both head of state and head of government of the United States . Members of the First Family consist of the President , the First Lady of the United States , and any of their children . However , other close relatives of the President and First Lady , such as parents , grandchildren , stepchildren , and in - laws , may be classified as members of the First Family if they reside in the Executive Residence of the White House Complex . </P> 
where will the first round of march madness be played	<Ul> <Li> March 15 and 17 <Ul> <Li> PPG Paints Arena , Pittsburgh , Pennsylvania ( Host : Duquesne University ) </Li> <Li> Intrust Bank Arena , Wichita , Kansas ( Host : Wichita State University ) </Li> <Li> American Airlines Center , Dallas , Texas ( Host : Big 12 Conference ) </Li> <Li> Taco Bell Arena , Boise , Idaho ( Host : Boise State University ) </Li> </Ul> </Li> <Li> March 16 and 18 <Ul> <Li> Spectrum Center , Charlotte , North Carolina ( Host : University of North Carolina at Charlotte ) </Li> <Li> Little Caesars Arena , Detroit , Michigan ( Host : University of Detroit Mercy ) </Li> <Li> Bridgestone Arena , Nashville , Tennessee ( Host : Ohio Valley Conference ) </Li> <Li> Viejas Arena , San Diego , California ( Host : San Diego State University ) </Li> </Ul> </Li> </Ul> 
where is this years army navy game played	<P> Currently the game is played primarily at Lincoln Financial Field in Philadelphia , the home of the Philadelphia Eagles . Since the 1980s , the game has been held roughly once every three or four years at a site other than Philadelphia . In addition to the Rose Bowl , these sites have included Giants Stadium in East Rutherford , New Jersey ( replaced in 2010 by MetLife Stadium , which is scheduled to host the game for the first time in 2021 ) , M&T Bank Stadium in Baltimore and FedExField in Landover , Maryland . These are still considered neutral - site games , but provide locations that are closer to one academy or the other . </P> 
where was the movie i am number 4 filmed	<P> Principal photography began on May 17 , 2010 , using 20 locations all within the Pittsburgh metropolitan area . DreamWorks selected the area primarily due to tax incentives from the Pennsylvania Film Production Tax Credit . The film studio also had a positive experience shooting She 's Out of My League in Pittsburgh in 2008 . The production was scheduled to last 12 to 13 weeks . </P> 
where was the last scene of the danish girl filmed	<Li> During the last scene , when Gerda and Hans are standing by Vejle Fjord , mountains are present in the background . Denmark has no mountains . The scenes were shot at the Mount Mannen in Norway and at the Isle of Sheppey in England . This historical inaccuracy was a conscious choice by the director , who later apologized to Danish people for his mistake . </Li> 
where was the last scene of goonies filmed	<P> Some of the on - location filming was done in Astoria , Oregon . The interior and exterior of the old Clatsop County Jail features as the holding place of Jake Fratelli at the start of the film . ( The building was later converted into the Oregon Film Museum , which opened on the 25th anniversary of The Goonies with memorabilia from this and other local films . ) The museum where Mikey 's father works is , in reality , the Captain George Flavel House Museum . The Walsh family home is a real home on the eastern end of the town . The scenes along the coast were filmed in Oregon , but they were a considerable distance from Astoria . The Goonies bicycle to Ecola State Park ( in reality , over 26 miles south of Astoria ) and then find the starting location of the map using Haystack Rock as a guide . Underground scenes were filmed at Warner Bros. Studios in Burbank , California , including the cavernous set where the Goonies find One - Eyed Willy 's ship , which was in Stage 16 , one of the largest sound stages in America . The final scene was shot at Goat Rock State Beach in Sonoma County , California . </P> 
where does new crust come from in sea floor spreading	<P> Seafloor spreading is a process that occurs at mid-ocean ridges , where new oceanic crust is formed through volcanic activity and then gradually moves away from the ridge . Seafloor spreading helps explain continental drift in the theory of plate tectonics . When oceanic plates diverge , tensional stress causes fractures to occur in the lithosphere. The motivating force for seafloor spreading ridges is tectonic plate pull rather than magma pressure , although there is typically significant magma activity at spreading ridges . At a spreading center basaltic magma rises up the fractures and cools on the ocean floor to form new seabed . Hydrothermal vents are common at spreading centers . Older rocks will be found farther away from the spreading zone while younger rocks will be found nearer to the spreading zone . Additionally spreading rates determine if the ridge is a fast , intermediate , or slow . As a general rule , fast ridges see spreading rate of more than 9 cm / year . Intermediate ridges have a spreading rate of 4 -- 9 cm / year while slow spreading ridges have a rate less than 4 cm / year . </P> 
where was the first high level language operating system created	<P> In 1954 , language FORTRAN was invented at IBM by a team led by John Backus ; it was the first widely used high level general purpose programming language to have a functional implementation , as opposed to just a design on paper . It is still a popular language for high - performance computing and is used for programs that benchmark and rank the world 's fastest supercomputers . </P> 
where was the statue of liberty originally built	<P> The torch - bearing arm was displayed at the Centennial Exposition in Philadelphia in 1876 , and in Madison Square Park in Manhattan from 1876 to 1882 . Fundraising proved difficult , especially for the Americans , and by 1885 work on the pedestal was threatened by lack of funds . Publisher Joseph Pulitzer , of the New York World , started a drive for donations to finish the project and attracted more than 120,000 contributors , most of whom gave less than a dollar . The statue was built in France , shipped overseas in crates , and assembled on the completed pedestal on what was then called Bedloe 's Island . The statue 's completion was marked by New York 's first ticker - tape parade and a dedication ceremony presided over by President Grover Cleveland . </P> 
where is the hero golf challenge being played	<P> Beginning in 2015 , the event will be played at the Albany development in the Bahamas , for at least three years . </P> 
where is the federated states of micronesia located	<P> The Federated States of Micronesia ( / ˌmaɪkroʊˈniːʒə / ( listen ) ; abbreviated FSM and also known simply as Micronesia ) is an independent sovereign island nation and a United States associated state consisting of four states -- from west to east , Yap , Chuuk , Pohnpei and Kosrae -- that are spread across the Western Pacific Ocean . Together , the states comprise around 607 islands ( a combined land area of approximately 702 km or 271 sq mi ) that cover a longitudinal distance of almost 2,700 km ( 1,678 mi ) just north of the equator . They lie northeast of New Guinea , south of Guam and the Marianas , west of Nauru and the Marshall Islands , east of Palau and the Philippines , about 2,900 km ( 1,802 mi ) north of eastern Australia and some 4,000 km ( 2,485 mi ) southwest of the main islands of Hawaii . </P> 
where was part of the classic surfing movie endless summer filmed	<P> Filmmaker / narrator Bruce Brown follows two surfers , Mike Hynson and Robert August , on a surfing trip around the world . Despite the balmy climate of their native California , cold ocean currents make local beaches inhospitable during the winter . They travel to the coasts of Australia , New Zealand , Tahiti , Hawaii , Senegal , Ghana , Nigeria and South Africa in a quest for new surf spots and introduce locals to the sport . Other important surfers of the time , such as Miki Dora , Phil Edwards and Butch Van Artsdalen also appear . </P> 
where was the witch of blackbird pond published	<Tr> <Th> Publisher </Th> <Td> Houghton Mifflin </Td> </Tr> 
where was the tv show friday night lights filmed	<P> All five seasons of Friday Night Lights were filmed in Austin and Pflugerville . With the show yielding roughly $33 million a year in revenue , other states courted the production company after the state of Texas failed to pay all the rebates it had promised to the show 's producers . The Texas legislature authorized funding to match the offers of other states , and the production company preferred to stay near Austin , so the show remained in Texas . </P> 
where was the rise of the planet of the apes filmed	<P> Filming began in July 2010 in Vancouver , British Columbia . Filming also happened in San Francisco , California ( the primary setting of the film ) , and around Oahu , Hawaii , which doubled for the African jungle as the schedule and budget did not allow for location shooting in Africa . </P> 
